"初歩からの物理（’１６）", "2019年度2学期（77.3点）", "2019年度1学期（73.9点）", "コース科目", "導入科目", "自然と環境",
"リスクコミュニケーションの現在（’１８）", "2019年度2学期（77点）", "2019年度1学期（76.4点）", "コース科目", "専門科目", "生活と福祉",
"食と健康（’１８）", "2019年度2学期（78点）", "2019年度1学期（65.8点）", "コース科目", "専門科目", "生活と福祉",
"生物環境の科学（’１６）", "2019年度2学期（76.9点）", "2019年度1学期（68.5点）", "コース科目", "導入科目", "自然と環境",
"大学マネジメント論（’２０）", nil, nil, "コース科目", "専門科目", "社会と産業",
"韓国語Ⅱ（’２０）", nil, nil, "基盤科目", "外国語科目", "",
"生活環境と情報認知（’２０）", nil, nil, "コース科目", "専門科目", "生活と福祉",
"英語で読む大統領演説（’２０）", nil, nil, "基盤科目", "外国語科目", "",
"韓国語Ⅰ（’２０）", nil, nil, "基盤科目", "外国語科目", "",
"韓国朝鮮の歴史（’１５）", "2019年度2学期（76点）", "2019年度1学期（71.2点）", "コース科目", "専門科目", "人間と文化",
"ヨーロッパの歴史Ⅱ（’１５）", "2019年度2学期（81.5点）", "2019年度1学期（80.4点）", "コース科目", "専門科目", "人間と文化",
"認知症と生きる（’１５）", "2019年度2学期（85.5点）", "2019年度1学期（81.3点）", "コース科目", "専門科目", "生活と福祉",
"上田秋成の文学（’１６）", "2019年度2学期（82.7点）", "2019年度1学期（88.8点）", "コース科目", "専門科目", "人間と文化",
"日本文学の名作を読む（’１７）", "2019年度2学期（84.1点）", "2019年度1学期（88点）", "コース科目", "専門科目", "人間と文化",
"知的障害教育総論（’２０）", nil, nil, "コース科目", "専門科目", "心理と教育",
"特別支援教育基礎論（’２０）", nil, nil, "コース科目", "専門科目", "心理と教育",
"学校と法（’２０）", nil, nil, "コース科目", "専門科目", "心理と教育",
"教育調査の基礎（’２０）", nil, nil, "コース科目", "専門科目", "心理と教育",
"災害看護学・国際看護学（’２０）", nil, nil, "コース科目", "専門科目", "生活と福祉",
"基礎看護学（’１６）", "2019年度2学期（86.7点）", "2019年度1学期（82.9点）", "コース科目", "専門科目", "生活と福祉",
"肢体不自由児の教育（’２０）", nil, nil, "コース科目", "専門科目", "心理と教育",
"看護学概説（’１６）", "2019年度2学期（74.3点）", "2019年度1学期（79.6点）", "コース科目", "専門科目", "生活と福祉",
"博物館教育論（’１６）", "2019年度2学期（70.3点）", "2019年度1学期（76.8点）", "コース科目", "専門科目", "人間と文化",
"在宅看護論（’１７）", "2019年度2学期（89点）", "2019年度1学期（83.5点）", "コース科目", "専門科目", "生活と福祉",
"博物館展示論（’１６）", "2019年度2学期（77.1点）", "2019年度1学期（82.2点）", "コース科目", "専門科目", "人間と文化",
"コンピュータの動作と管理（’１７）", "2019年度2学期（71.4点）", "2019年度1学期（72.6点）", "コース科目", "専門科目", "情報",
"教育学入門（’１５）", "2019年度2学期（68.5点）", "2019年度1学期（69.8点）", "", "", "",
"問題解決の数理（’１７）", "2019年度2学期（72.1点）", "2019年度1学期（75.7点）", "コース科目", "専門科目", "情報",
"精神疾患とその治療（’２０）", nil, nil, "コース科目", "専門科目", "生活と福祉",
"音を追究する（’１６）", "2019年度2学期（74.3点）", "2019年度1学期（73.8点）", "コース科目", "総合科目", "人間と文化",
"少子社会の子ども家庭福祉（’１５）", "2019年度2学期（62点）", "2019年度1学期（56.2点）", "コース科目", "専門科目", "生活と福祉",
"家族問題と家族支援（’２０）", nil, nil, "コース科目", "専門科目", "生活と福祉",
"ライフステージと社会保障（’２０）", nil, nil, "コース科目", "専門科目", "生活と福祉",
"コミュニティがつなぐ安全・安心（’２０）", nil, nil, "コース科目", "専門科目", "生活と福祉",
"障害を知り共生社会を生きる（’１７）", "2019年度2学期（86.2点）", "2019年度1学期（85.7点）", "コース科目", "専門科目", "生活と福祉",
"リスク社会の家族変動（’２０）", nil, nil, "コース科目", "専門科目", "生活と福祉",
"歴史と人間（’１４）", "2019年度2学期（69.4点）", "2019年度1学期（69.3点）", "", "", "",
"西洋哲学の起源（’１６）", "2019年度2学期（78点）", "2019年度1学期（74.8点）", "コース科目", "導入科目", "人間と文化",
"日本の近現代（’１５）", "2019年度2学期（81点）", "2019年度1学期（78.4点）", "", "", "",
"海からみた産業と日本（’１６）", "2019年度2学期（78.4点）", "2019年度1学期（77.7点）", "コース科目", "総合科目", "社会と産業",
"世界文学への招待（’１６）", "2019年度2学期（82.6点）", "2019年度1学期（81.3点）", "コース科目", "導入科目", "人間と文化",
"『古事記』と『万葉集』（’１５）", "2019年度2学期（84.2点）", "2019年度1学期（91.5点）", "", "", "",
"西洋芸術の歴史と理論（’１６）", "2019年度2学期（83.9点）", "2019年度1学期（86.7点）", "コース科目", "専門科目", "人間と文化",
